@relation PC5
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 real
@attribute attr37 real
@attribute attr38 string
@data
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0,1.0,1.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,2.67,1.5,6.0,0.0,4.0,0.67,0.33,4.0,1.0,0.0,0.0,2.0,0.17,3.0,1.0,1.0,1.0,6.0,0.0,5.0,'N'
8.0,17.0,3.0,4.0,7.0,26.0,9.0,0.11,10.0,6.0,0.67,30.0,6.0,0.63,81.0,0.0,5.0,0.56,41.08,36.67,55223.87,0.5,283.0,0.03,3067.99,1506.11,0.67,8.0,13.0,23.0,0.09,110.0,173.0,24.0,16.0,102.0,11.96,85.0,'N'
3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.25,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,9.0,3.33,100.0,0.01,10.0,0.3,5.56,30.0,1.0,0.0,0.0,3.0,0.1,4.0,6.0,3.0,5.0,10.0,40.0,4.0,'Y'
65.0,71.0,4.0,92.0,142.0,92.0,42.0,0.11,42.0,13.0,0.31,151.0,12.0,0.27,283.0,0.0,41.0,0.98,76.73,101.71,793650.29,2.6,1124.0,0.01,44091.68,7803.39,0.29,25.0,46.0,111.0,0.07,455.0,669.0,85.0,38.0,584.0,45.26,375.0,'Y'
3.0,7.0,0.0,1.0,1.0,10.0,4.0,0.29,4.0,1.0,0.25,11.0,3.0,0.67,13.0,0.0,4.0,1.0,18.91,10.45,2065.48,0.07,45.0,0.1,114.75,197.65,0.75,3.0,5.0,9.0,0.19,19.0,26.0,10.0,11.0,21.0,13.33,14.0,'N'
117.0,47.0,18.0,8.0,132.0,64.0,25.0,0.05,22.0,15.0,0.6,178.0,13.0,0.5,536.0,0.0,7.0,0.28,241.4,58.28,819864.16,4.69,1931.0,0.02,45548.01,14068.11,0.52,21.0,32.0,155.0,0.03,674.0,1257.0,133.0,23.0,795.0,20.71,544.0,'Y'
28.0,25.0,25.0,3.0,62.0,38.0,13.0,0.24,14.0,9.0,0.69,68.0,4.0,0.25,51.0,0.0,5.0,0.38,100.18,13.08,17127.51,0.44,213.0,0.08,951.53,1309.9,0.31,12.0,21.0,57.0,0.09,77.0,136.0,53.0,18.0,146.0,56.03,54.0,'N'
1.0,5.0,0.0,0.0,0.0,8.0,3.0,0.3,4.0,1.0,0.33,9.0,3.0,1.0,10.0,0.0,3.0,1.0,10.91,9.17,916.67,0.03,25.0,0.11,50.93,100.0,1.0,2.0,4.0,8.0,0.23,11.0,14.0,6.0,10.0,13.0,0.0,10.0,'Y'
30.0,35.0,4.0,2.0,16.0,58.0,18.0,0.21,24.0,8.0,0.44,76.0,12.0,0.65,83.0,0.0,9.0,0.5,54.48,43.71,104105.19,0.79,394.0,0.02,5783.62,2381.49,0.67,17.0,30.0,60.0,0.14,153.0,241.0,42.0,24.0,133.0,17.82,85.0,'Y'
4.0,25.0,1.0,3.0,9.0,40.0,13.0,0.37,16.0,2.0,0.15,46.0,9.0,0.67,32.0,0.0,13.0,1.0,11.52,67.69,52782.82,0.26,164.0,0.01,2932.38,779.8,0.69,12.0,20.0,35.0,0.24,57.0,107.0,8.0,19.0,54.0,27.27,35.0,'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,17.92,3.0,161.32,0.02,15.0,0.33,8.96,53.77,1.0,0.0,0.0,3.0,0.13,6.0,9.0,6.0,6.0,8.0,0.0,2.0,'N'
3.0,3.0,2.0,6.0,2.0,4.0,1.0,0.08,2.0,1.0,1.0,8.0,1.0,0.0,7.0,0.0,1.0,1.0,30.41,6.79,1400.05,0.07,45.0,0.15,77.78,206.32,1.0,1.0,2.0,8.0,0.05,19.0,26.0,14.0,10.0,20.0,53.33,13.0,'Y'
84.0,45.0,11.0,4.0,156.0,76.0,23.0,0.09,32.0,13.0,0.57,149.0,8.0,0.32,259.0,0.0,17.0,0.74,120.85,54.03,352833.64,2.18,1042.0,0.02,19601.87,6529.99,0.35,22.0,38.0,128.0,0.05,412.0,630.0,61.0,16.0,505.0,38.19,263.0,'N'
0.0,5.0,5.0,3.0,0.0,8.0,3.0,0.13,4.0,3.0,1.0,13.0,1.0,0.0,20.0,0.0,3.0,1.0,23.79,11.25,3010.72,0.09,63.0,0.09,167.26,267.62,0.33,2.0,4.0,12.0,0.12,25.0,38.0,10.0,9.0,25.0,13.04,23.0,'N'
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,4.0,0.2,2.0,5.0,2.0,4.0,5.0,0.0,2.0,'N'
9.0,5.0,6.0,1.0,15.0,8.0,3.0,0.16,4.0,3.0,1.0,15.0,1.0,0.0,18.0,0.0,3.0,1.0,56.53,9.0,4578.72,0.17,100.0,0.11,254.37,508.75,0.33,2.0,4.0,14.0,0.07,50.0,50.0,25.0,9.0,46.0,47.06,19.0,'Y'
3.0,3.0,2.0,0.0,1.0,4.0,2.0,0.25,2.0,2.0,1.0,6.0,1.0,0.0,8.0,0.0,2.0,1.0,16.18,6.43,668.57,0.03,26.0,0.16,37.14,104.0,0.5,1.0,2.0,6.0,0.14,10.0,16.0,7.0,9.0,14.0,11.11,8.0,'N'
2.0,15.0,0.0,2.0,2.0,24.0,8.0,0.35,10.0,1.0,0.13,27.0,6.0,0.71,21.0,0.0,6.0,0.75,15.56,19.2,5736.61,0.1,67.0,0.05,318.7,298.78,0.75,7.0,12.0,21.0,0.28,32.0,35.0,10.0,12.0,29.0,16.0,23.0,'N'
0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,9.05,2.0,36.19,0.01,7.0,0.5,2.0,18.09,1.0,0.0,0.0,4.0,0.25,2.0,5.0,2.0,4.0,4.0,0.0,2.0,'Y'
12.0,3.0,3.0,0.0,0.0,4.0,2.0,0.25,2.0,2.0,1.0,7.0,1.0,0.0,8.0,0.0,2.0,1.0,24.92,5.45,741.46,0.05,32.0,0.18,41.19,135.93,0.5,1.0,2.0,7.0,0.09,15.0,17.0,11.0,8.0,23.0,0.0,8.0,'N'
2.0,11.0,4.0,1.0,1.0,12.0,6.0,0.32,2.0,6.0,1.0,18.0,6.0,1.0,18.0,0.0,6.0,1.0,23.46,10.83,2753.7,0.08,57.0,0.09,152.98,254.19,1.0,5.0,6.0,14.0,0.22,26.0,31.0,12.0,10.0,27.0,10.0,19.0,'Y'
5.0,3.0,0.0,0.0,0.0,4.0,2.0,0.18,2.0,1.0,0.5,6.0,1.0,0.0,11.0,0.0,0.0,0.0,15.84,18.0,5133.65,0.1,73.0,0.06,285.2,285.2,0.5,1.0,2.0,6.0,0.11,24.0,49.0,6.0,9.0,18.0,0.0,11.0,'N'
16.0,15.0,6.0,5.0,15.0,28.0,8.0,0.14,14.0,8.0,1.0,37.0,1.0,0.0,52.0,1.0,8.0,1.0,62.0,20.97,27269.86,0.43,227.0,0.05,1514.99,1300.24,0.13,7.0,14.0,31.0,0.07,97.0,130.0,37.0,16.0,122.0,27.78,57.0,'Y'
1.0,1.0,7.0,0.0,0.0,0.0,1.0,0.13,0.0,1.0,1.0,8.0,1.0,0.0,8.0,0.0,0.0,0.0,12.27,9.75,1166.0,0.04,36.0,0.1,64.78,119.59,1.0,0.0,0.0,9.0,0.09,13.0,23.0,4.0,6.0,11.0,0.0,8.0,'N'
17.0,29.0,7.0,2.0,9.0,56.0,15.0,0.2,28.0,15.0,1.0,63.0,1.0,0.0,74.0,0.0,15.0,1.0,76.81,23.45,42240.01,0.6,313.0,0.04,2346.67,1801.28,0.07,14.0,28.0,50.0,0.14,134.0,179.0,40.0,14.0,104.0,12.94,76.0,'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,10.8,2.5,67.5,0.01,9.0,0.4,3.75,27.0,1.0,0.0,0.0,3.0,0.2,3.0,6.0,3.0,5.0,5.0,0.0,3.0,'N'
2.0,3.0,1.0,1.0,0.0,4.0,2.0,0.29,2.0,2.0,1.0,5.0,1.0,0.0,6.0,0.0,2.0,1.0,10.88,6.3,431.75,0.02,18.0,0.16,23.99,68.53,0.5,1.0,2.0,5.0,0.18,7.0,11.0,5.0,9.0,11.0,14.29,7.0,'N'
14.0,3.0,2.0,0.0,0.0,4.0,2.0,0.2,2.0,2.0,1.0,6.0,1.0,0.0,10.0,0.0,2.0,1.0,27.98,6.75,1274.87,0.06,43.0,0.15,70.83,188.87,0.5,1.0,2.0,6.0,0.07,18.0,25.0,12.0,9.0,27.0,0.0,10.0,'N'
5.0,1.0,2.0,0.0,11.0,0.0,1.0,0.04,0.0,1.0,1.0,13.0,1.0,0.0,25.0,0.0,0.0,0.0,89.86,8.16,5983.08,0.24,148.0,0.12,332.39,733.22,1.0,0.0,0.0,14.0,0.02,68.0,80.0,25.0,6.0,42.0,30.56,25.0,'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,5.8,2.0,23.22,0.0,5.0,0.5,1.29,11.61,1.0,0.0,0.0,3.0,0.14,1.0,4.0,1.0,4.0,7.0,0.0,2.0,'Y'
3.0,13.0,2.0,0.0,3.0,22.0,7.0,0.28,10.0,3.0,0.43,27.0,6.0,0.83,25.0,0.0,5.0,0.71,33.09,17.0,9563.23,0.19,105.0,0.06,531.29,562.54,0.86,6.0,11.0,22.0,0.21,48.0,57.0,24.0,17.0,33.0,10.71,25.0,'N'
9.0,17.0,11.0,7.0,3.0,32.0,9.0,0.12,16.0,7.0,0.78,50.0,1.0,0.0,69.0,0.0,6.0,0.67,53.99,38.93,81817.63,0.7,353.0,0.03,4545.42,2101.83,0.11,8.0,16.0,43.0,0.1,152.0,201.0,41.0,21.0,90.0,12.66,76.0,'N'
5.0,5.0,2.0,1.0,9.0,8.0,3.0,0.23,4.0,1.0,0.33,12.0,1.0,0.0,12.0,0.0,0.0,0.0,33.17,8.89,2623.95,0.1,59.0,0.11,145.77,295.0,0.33,2.0,4.0,11.0,0.1,26.0,33.0,19.0,13.0,29.0,45.45,13.0,'N'
37.0,161.0,52.0,21.0,64.0,258.0,81.0,0.22,98.0,51.0,0.63,406.0,53.0,0.65,350.0,0.0,45.0,0.56,108.67,79.68,689843.31,2.89,1337.0,0.01,38324.63,8658.06,0.65,80.0,132.0,327.0,0.17,516.0,821.0,68.0,21.0,474.0,19.54,371.0,'N'
0.0,7.0,0.0,1.0,0.0,8.0,4.0,0.31,2.0,1.0,0.25,10.0,4.0,1.0,12.0,3.0,4.0,1.0,25.42,6.67,1129.72,0.06,38.0,0.15,62.76,169.46,1.0,3.0,4.0,8.0,0.24,16.0,22.0,12.0,10.0,17.0,7.69,13.0,'N'
2.0,7.0,1.0,1.0,1.0,10.0,4.0,0.29,4.0,1.0,0.25,12.0,3.0,0.67,13.0,2.0,3.0,0.75,19.62,10.0,1962.15,0.07,44.0,0.1,109.01,196.21,0.75,3.0,5.0,10.0,0.2,20.0,24.0,11.0,11.0,20.0,13.33,14.0,'N'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06,0.0,1.0,1.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,2.15,6.5,91.0,0.0,14.0,0.15,5.06,14.0,1.0,0.0,0.0,3.0,0.06,13.0,1.0,1.0,1.0,17.0,0.0,16.0,'Y'
0.0,1.0,0.0,9.0,0.0,0.0,1.0,0.09,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,9.0,0.0,1.0,0.0,12.0,81.82,11.0,'Y'
0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.09,2.0,1.0,0.5,24.0,1.0,0.0,22.0,0.0,0.0,0.0,8.07,15.0,1816.2,0.04,35.0,0.07,100.9,121.08,0.5,1.0,2.0,24.0,0.09,25.0,10.0,5.0,6.0,23.0,0.0,22.0,'N'
0.0,3.0,0.0,0.0,1.0,4.0,2.0,1.0,2.0,1.0,0.5,6.0,1.0,0.0,2.0,0.0,1.0,0.5,12.09,6.3,479.73,0.03,20.0,0.16,26.65,76.15,0.5,1.0,2.0,6.0,0.4,7.0,13.0,5.0,9.0,5.0,33.33,2.0,'N'
26.0,39.0,5.0,0.0,13.0,58.0,20.0,0.27,22.0,7.0,0.35,84.0,11.0,0.53,73.0,0.0,12.0,0.6,52.26,45.59,108615.04,0.79,414.0,0.02,6034.17,2382.52,0.55,18.0,40.0,66.0,0.18,155.0,259.0,34.0,20.0,114.0,15.12,73.0,'Y'
0.0,15.0,0.0,0.0,0.0,20.0,8.0,0.5,6.0,1.0,0.13,20.0,6.0,0.71,16.0,0.0,6.0,0.75,22.34,12.83,3679.66,0.1,61.0,0.08,204.43,286.73,0.75,7.0,10.0,14.0,0.36,22.0,39.0,12.0,14.0,22.0,0.0,16.0,'N'
50.0,29.0,8.0,38.0,46.0,50.0,15.0,0.07,22.0,9.0,0.6,84.0,7.0,0.43,173.0,0.0,11.0,0.73,90.46,60.38,329803.84,1.82,869.0,0.02,18322.44,5462.01,0.47,14.0,25.0,71.0,0.05,375.0,494.0,59.0,19.0,309.0,32.68,211.0,'Y'
1.0,1.0,2.0,0.0,3.0,0.0,1.0,0.11,0.0,1.0,1.0,5.0,1.0,0.0,9.0,0.0,0.0,0.0,39.29,6.92,1883.25,0.09,61.0,0.14,104.63,272.03,1.0,0.0,0.0,6.0,0.07,20.0,41.0,13.0,9.0,15.0,25.0,9.0,'N'
0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.25,0.0,0.0,0.0,0.0,4.0,0.0,0.0,'N'
0.0,5.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0,1.0,0.25,10.0,1.0,0.0,15.0,0.0,4.0,1.0,24.32,6.0,875.68,0.05,35.0,0.17,48.65,145.95,0.25,0.0,0.0,8.0,0.22,12.0,23.0,9.0,9.0,18.0,6.25,16.0,'N'
3.0,7.0,3.0,0.0,1.0,12.0,4.0,0.2,6.0,4.0,1.0,15.0,1.0,0.0,20.0,0.0,4.0,1.0,31.8,8.68,2394.74,0.09,61.0,0.12,133.04,275.94,0.25,3.0,6.0,13.0,0.15,27.0,34.0,14.0,9.0,26.0,4.76,20.0,'N'
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.07,0.0,1.0,1.0,2.0,1.0,0.0,15.0,0.0,0.0,0.0,2.17,6.0,78.0,0.0,13.0,0.17,4.33,13.0,1.0,0.0,0.0,3.0,0.06,12.0,1.0,1.0,1.0,17.0,6.25,15.0,'N'
5.0,3.0,6.0,0.0,16.0,4.0,2.0,0.13,2.0,2.0,1.0,11.0,1.0,0.0,15.0,0.0,1.0,0.5,20.02,8.75,1532.45,0.06,42.0,0.11,85.14,175.14,0.5,1.0,2.0,11.0,0.05,14.0,28.0,8.0,10.0,38.0,51.61,15.0,'N'
2.0,5.0,1.0,22.0,0.0,16.0,3.0,0.1,4.0,2.0,0.67,10.0,1.0,0.0,9.0,0.0,3.0,1.0,24.16,13.29,4268.92,0.11,71.0,0.08,237.16,321.17,0.33,6.0,8.0,9.0,0.07,29.0,42.0,12.0,11.0,41.0,70.97,31.0,'N'
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.33,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,8.43,5.33,239.85,0.01,13.0,0.19,13.33,44.97,1.0,0.0,0.0,2.0,0.2,4.0,9.0,3.0,8.0,5.0,0.0,3.0,'N'
2.0,9.0,0.0,6.0,0.0,16.0,5.0,0.25,8.0,1.0,0.2,19.0,1.0,0.0,14.0,1.0,5.0,1.0,23.12,11.15,2875.94,0.09,57.0,0.09,159.77,257.83,0.2,4.0,8.0,16.0,0.2,29.0,28.0,13.0,10.0,25.0,30.0,20.0,'N'
17.0,59.0,8.0,8.0,87.0,96.0,30.0,0.19,38.0,18.0,0.6,119.0,20.0,0.66,153.0,0.0,20.0,0.67,61.35,61.06,228723.65,1.25,622.0,0.02,12706.87,3745.91,0.67,29.0,49.0,91.0,0.11,223.0,399.0,42.0,23.0,267.0,38.31,161.0,'Y'
24.0,25.0,7.0,7.0,22.0,48.0,13.0,0.16,24.0,8.0,0.62,57.0,11.0,0.83,73.0,0.0,13.0,1.0,77.19,17.65,24038.84,0.45,223.0,0.06,1335.49,1362.2,0.85,12.0,24.0,46.0,0.1,100.0,123.0,51.0,18.0,128.0,28.43,80.0,'Y'
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,20.97,3.0,188.72,0.02,17.0,0.33,10.48,62.91,1.0,0.0,0.0,3.0,0.17,7.0,10.0,7.0,6.0,6.0,0.0,2.0,'N'
