@relation PC2
@attribute attr0 real
@attribute attr1 real
@attribute attr2 real
@attribute attr3 real
@attribute attr4 real
@attribute attr5 real
@attribute attr6 real
@attribute attr7 real
@attribute attr8 real
@attribute attr9 real
@attribute attr10 real
@attribute attr11 real
@attribute attr12 real
@attribute attr13 real
@attribute attr14 real
@attribute attr15 real
@attribute attr16 real
@attribute attr17 real
@attribute attr18 real
@attribute attr19 real
@attribute attr20 real
@attribute attr21 real
@attribute attr22 real
@attribute attr23 real
@attribute attr24 real
@attribute attr25 real
@attribute attr26 real
@attribute attr27 real
@attribute attr28 real
@attribute attr29 real
@attribute attr30 real
@attribute attr31 real
@attribute attr32 real
@attribute attr33 real
@attribute attr34 real
@attribute attr35 real
@attribute attr36 string
@data
7.0,1.0,4.0,0.0,12.0,4.0,0.8,6.0,2.0,1.0,0.25,14.0,1.0,0.0,1.0,1.0,17.74,8.67,1332.34,0.05,35.0,0.12,74.02,153.73,0.25,3.0,6.0,12.0,0.57,13.0,22.0,9.0,12.0,7.0,80.0,5.0,'N'
7.0,6.0,4.0,2.0,10.0,4.0,0.8,4.0,2.5,4.0,1.0,17.0,3.0,0.0,1.0,4.0,24.49,10.68,2792.65,0.09,55.0,0.09,155.15,261.51,0.75,3.0,5.0,15.0,0.31,23.0,32.0,14.0,13.0,13.0,85.71,5.0,'N'
7.0,9.0,11.0,5.0,12.0,4.0,0.33,6.0,2.0,4.0,1.0,22.0,1.0,0.0,1.0,2.0,30.16,11.0,3648.78,0.11,69.0,0.09,202.71,331.71,0.25,3.0,6.0,20.0,0.21,22.0,47.0,14.0,14.0,19.0,94.12,12.0,'N'
3.0,1.0,7.0,3.0,4.0,2.0,0.22,2.0,2.0,1.0,0.5,8.0,1.0,0.0,2.0,4.0,19.63,10.05,1980.5,0.07,43.0,0.1,110.03,197.15,0.5,1.0,2.0,8.0,0.12,17.0,26.0,11.0,13.0,17.0,83.33,9.0,'N'
5.0,8.0,12.0,3.0,8.0,3.0,0.2,4.0,2.0,3.0,1.0,18.0,1.0,0.0,3.0,2.0,16.58,12.57,2621.1,0.07,50.0,0.08,145.62,208.5,0.33,2.0,4.0,17.0,0.15,16.0,34.0,7.0,11.0,20.0,83.33,15.0,'N'
5.0,0.0,4.0,0.0,8.0,3.0,0.5,4.0,2.0,1.0,0.33,9.0,1.0,0.0,2.0,4.0,8.93,7.88,553.68,0.02,19.0,0.13,30.76,70.31,0.33,2.0,4.0,8.0,0.33,7.0,12.0,4.0,9.0,9.0,66.67,6.0,'N'
15.0,5.0,49.0,15.0,28.0,8.0,0.15,14.0,2.0,1.0,0.13,49.0,1.0,0.0,6.0,5.0,49.75,43.0,91978.75,0.71,383.0,0.02,5109.93,2139.04,0.13,7.0,14.0,43.0,0.11,172.0,211.0,32.0,16.0,76.0,91.43,55.0,'N'
3.0,1.0,4.0,7.0,4.0,2.0,0.33,2.0,2.0,2.0,1.0,5.0,1.0,0.0,2.0,0.0,12.4,3.75,174.4,0.02,14.0,0.27,9.69,46.51,0.5,1.0,2.0,5.0,0.13,5.0,9.0,4.0,6.0,15.0,84.62,6.0,'N'
67.0,12.0,106.0,18.0,100.0,35.0,0.28,38.0,2.63,26.0,0.74,143.0,26.0,0.0,19.0,3.0,72.43,57.44,238951.09,1.39,610.0,0.02,13275.06,4160.31,0.74,31.0,50.0,110.0,0.24,256.0,354.0,78.0,35.0,146.0,86.71,125.0,'N'
5.0,1.0,7.0,26.0,6.0,3.0,0.3,2.0,3.0,1.0,0.33,9.0,3.0,1.0,3.0,2.0,20.04,7.33,1077.6,0.05,34.0,0.14,59.87,146.95,1.0,2.0,3.0,8.0,0.08,12.0,22.0,9.0,11.0,39.0,91.67,10.0,'N'
7.0,12.0,15.0,6.0,12.0,4.0,0.24,6.0,2.0,4.0,1.0,26.0,1.0,0.0,2.0,5.0,59.54,5.6,1867.06,0.11,65.0,0.18,103.73,333.4,0.25,3.0,6.0,24.0,0.14,28.0,37.0,25.0,10.0,28.0,91.3,17.0,'N'
5.0,4.0,3.0,0.0,8.0,3.0,0.75,4.0,2.0,3.0,1.0,16.0,1.0,0.0,1.0,3.0,24.0,5.83,816.67,0.05,35.0,0.17,45.37,140.0,0.33,2.0,4.0,15.0,0.5,15.0,20.0,9.0,7.0,6.0,75.0,4.0,'N'
5.0,4.0,9.0,1.0,8.0,3.0,0.25,4.0,2.0,3.0,1.0,16.0,1.0,0.0,3.0,1.0,13.36,17.94,4301.69,0.08,51.0,0.06,238.98,239.72,0.33,2.0,4.0,15.0,0.2,19.0,32.0,9.0,17.0,15.0,76.92,12.0,'N'
3.0,1.0,4.0,0.0,4.0,2.0,0.4,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,1.0,15.33,11.67,2086.15,0.06,39.0,0.09,115.9,178.81,0.5,1.0,2.0,8.0,0.22,14.0,25.0,9.0,15.0,9.0,80.0,5.0,'N'
13.0,7.0,18.0,7.0,20.0,7.0,0.32,8.0,2.5,6.0,0.86,29.0,5.0,0.0,4.0,4.0,32.27,18.21,10705.77,0.2,112.0,0.05,594.77,587.77,0.71,6.0,11.0,24.0,0.21,45.0,67.0,21.0,17.0,34.0,86.21,22.0,'N'
7.0,1.0,8.0,1.0,12.0,4.0,0.36,6.0,2.0,2.0,0.5,15.0,1.0,0.0,3.0,3.0,15.73,8.75,1204.07,0.05,33.0,0.11,66.89,137.61,0.25,3.0,6.0,13.0,0.29,14.0,19.0,8.0,10.0,14.0,75.0,11.0,'N'
3.0,1.0,4.0,12.0,4.0,2.0,0.33,2.0,2.0,1.0,0.5,7.0,1.0,0.0,2.0,0.0,14.3,6.29,564.82,0.03,23.0,0.16,31.38,89.86,0.5,1.0,2.0,7.0,0.1,11.0,12.0,7.0,8.0,20.0,88.89,6.0,'N'
3.0,0.0,5.0,4.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,6.0,1.0,0.0,2.0,0.0,8.52,12.0,1226.24,0.03,25.0,0.08,68.12,102.19,0.5,1.0,2.0,6.0,0.15,10.0,15.0,5.0,12.0,13.0,81.82,7.0,'N'
5.0,4.0,18.0,1.0,8.0,3.0,0.14,4.0,2.0,2.0,0.67,14.0,1.0,0.0,3.0,5.0,22.46,14.39,4653.68,0.11,68.0,0.07,258.54,323.33,0.33,2.0,4.0,13.0,0.12,31.0,37.0,14.0,13.0,26.0,86.36,21.0,'N'
15.0,8.0,23.0,10.0,20.0,8.0,0.33,6.0,3.33,6.0,0.75,38.0,6.0,0.0,1.0,2.0,36.9,17.19,10901.14,0.21,120.0,0.06,605.62,634.25,0.75,7.0,10.0,32.0,0.22,55.0,65.0,24.0,15.0,36.0,97.06,24.0,'Y'
3.0,4.0,3.0,0.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,8.0,1.0,0.0,1.0,2.0,15.13,7.43,834.75,0.04,26.0,0.13,46.37,112.37,0.5,1.0,2.0,8.0,0.33,8.0,18.0,7.0,13.0,6.0,75.0,4.0,'N'
5.0,2.0,9.0,0.0,8.0,3.0,0.25,4.0,2.0,2.0,0.67,10.0,1.0,0.0,3.0,0.0,22.38,9.55,2039.08,0.07,46.0,0.1,113.28,213.62,0.33,2.0,4.0,9.0,0.21,15.0,31.0,11.0,14.0,14.0,75.0,12.0,'N'
3.0,0.0,3.0,1.0,4.0,2.0,0.5,2.0,2.0,1.0,0.5,6.0,1.0,0.0,1.0,2.0,10.81,4.8,249.08,0.02,15.0,0.21,13.84,51.89,0.5,1.0,2.0,6.0,0.29,8.0,7.0,5.0,6.0,7.0,80.0,4.0,'N'
3.0,1.0,2.0,0.0,4.0,2.0,0.67,2.0,2.0,2.0,1.0,5.0,1.0,0.0,1.0,1.0,9.51,3.0,85.59,0.01,9.0,0.33,4.75,28.53,0.5,1.0,2.0,5.0,0.4,3.0,6.0,3.0,6.0,5.0,66.67,3.0,'N'
5.0,4.0,8.0,1.0,8.0,3.0,0.27,4.0,2.0,3.0,1.0,14.0,1.0,0.0,3.0,3.0,13.21,17.1,3863.67,0.08,47.0,0.06,214.65,225.95,0.33,2.0,4.0,13.0,0.2,19.0,28.0,10.0,18.0,15.0,75.0,11.0,'N'
9.0,7.0,20.0,3.0,12.0,5.0,0.2,6.0,2.0,5.0,1.0,22.0,1.0,0.0,5.0,0.0,33.65,8.75,2576.12,0.1,60.0,0.11,143.12,294.41,0.2,3.0,6.0,19.0,0.17,20.0,40.0,16.0,14.0,30.0,82.14,25.0,'N'
3.0,2.0,3.0,1.0,4.0,2.0,0.5,2.0,2.0,2.0,1.0,6.0,1.0,0.0,1.0,0.0,7.33,4.5,148.5,0.01,11.0,0.22,8.25,33.0,0.5,1.0,2.0,6.0,0.29,3.0,8.0,2.0,6.0,7.0,80.0,4.0,'N'
11.0,8.0,20.0,5.0,20.0,6.0,0.25,10.0,2.0,5.0,0.83,34.0,1.0,0.0,4.0,1.0,20.14,22.1,9834.5,0.15,89.0,0.05,546.36,445.0,0.17,5.0,10.0,30.0,0.19,39.0,50.0,15.0,17.0,31.0,86.21,24.0,'N'
3.0,1.0,10.0,0.0,4.0,2.0,0.17,2.0,2.0,1.0,0.5,7.0,1.0,0.0,2.0,1.0,19.76,10.5,2178.25,0.07,48.0,0.1,121.01,207.45,0.5,1.0,2.0,7.0,0.14,21.0,27.0,10.0,10.0,14.0,83.33,12.0,'N'
3.0,12.0,9.0,4.0,4.0,2.0,0.17,2.0,2.0,2.0,1.0,20.0,1.0,0.0,3.0,2.0,33.8,9.0,2738.04,0.1,62.0,0.11,152.11,304.23,0.5,1.0,2.0,20.0,0.12,27.0,35.0,18.0,12.0,17.0,81.25,12.0,'N'
3.0,0.0,1.0,0.0,6.0,2.0,1.0,2.0,3.0,1.0,0.5,5.0,1.0,0.0,1.0,1.0,9.97,4.67,217.03,0.02,14.0,0.21,12.06,46.51,0.5,2.0,3.0,5.0,0.5,4.0,10.0,3.0,7.0,4.0,50.0,2.0,'N'
5.0,10.0,31.0,18.0,8.0,3.0,0.09,4.0,2.0,3.0,1.0,22.0,3.0,1.0,2.0,7.0,38.32,23.93,21937.95,0.31,166.0,0.04,1218.78,916.91,1.0,2.0,4.0,21.0,0.05,68.0,98.0,27.0,19.0,59.0,96.08,33.0,'Y'
21.0,11.0,36.0,24.0,36.0,11.0,0.26,18.0,2.0,11.0,1.0,49.0,1.0,0.0,6.0,0.0,32.54,24.65,19784.27,0.27,147.0,0.04,1099.13,802.54,0.09,9.0,18.0,40.0,0.16,54.0,93.0,23.0,21.0,68.0,90.91,42.0,'N'
3.0,0.0,5.0,18.0,4.0,2.0,0.29,2.0,2.0,1.0,0.5,7.0,1.0,0.0,2.0,1.0,16.75,7.5,942.32,0.04,33.0,0.13,52.35,125.64,0.5,1.0,2.0,7.0,0.07,15.0,18.0,7.0,7.0,27.0,92.0,7.0,'N'
